Incident #,Time,Date Occurred,Description,Location,Disposition,Day Occurred,Month Occurred,Year Occurred
18-04415,1448,3/18/18,Theft,Gilbert Hall,Pending,18,3,2018
18-04447,0048,3/23/18,Underage Consumption,Louis Redding Hall,Administrative Sanction,23,3,2018
18-04448,0117,3/23/18,DUI,Haines St/E Delaware Ave,Arrest,23,3,2018
18-04486,1936,3/23/18,Possession of a Controlled Substance/ Drug Paraphernalia,Harrington Hall D,Administrative Sanction,23,3,2018
18-04490,2006,3/23/18,Possession of a Controlled Substance/ Drug Paraphernalia,Harrington Hall B,Administrative Sanction,23,3,2018
18-04495,2024,3/23/18,Receiving Stolen Property,Harrington Hall D,Administrative Sanction,23,3,2018
18-04607,1719,3/27/18,Underage Consumption,Christiana Commons,Arrest,27,3,2018
18-04619,2335,3/27/18,Possession of Marijuana,S College Ave/Kent Way,Civil Assessment,27,3,2018
18-04658,1936,3/23/18,Theft,Lot #8,Pending,23,3,2018
18-04716,1245,3/29/18,Disorderly Conduct,UDPD,Arrest,29,3,2018
18-04745,0942,3/30/18,Trespass,Hullihen Hall,Exceptionally Clear,30,3,2018
18-04852,2007,3/22/18,Motor Vehicle Collision (Hit & Run),Christiana Towers,Pending,22,3,2018
18-04916,0042,4/3/18,Possession of Marijuana,Gilbert Hall,Civil Assessment,3,4,2018
18-04952,1347,7/11/18,Theft,Hugh Morris Library,Pending,11,7,2018
18-04954,1712,4/3/18,Harassment,Russell Dining Hall,Pending,3,4,2018
18-04968,2032,4/3/18,Theft,Pearson Hall,Pending,3,4,2018
18-04976,2309,4/2/18,Damaged Property,Kirkbride Hall,Pending,2,4,2018
18-05083,0815,4/3/18,Damaged Property,Pencader Dining Hall,Pending,3,4,2018
18-05095,1254,4/5/18,Harassment,Carpenter Sport Building,Pending,5,4,2018
18-05136,0136,4/6/18,Underage Consumption,Pearson Hall,Administrative Sanction,6,4,2018
18-05176,1750,4/6/18,Graffiti,Russell E,Pending,6,4,2018
18-05213,0135,4/7/18,Underage Consumption,Thompson Hall,Administrative Sanction,7,4,2018
18-05216,0156,4/7/18,Underage Consumption,W Main St,Administrative Sanction,7,4,2018
18-05220,0304,4/7/18,Underage Consumption,Christiana Towers,Administrative Sanction,7,4,2018
18-05242,1613,4/7/18,Graffiti,Baseball Stadium,Exceptionally Clear,7,4,2018
18-05255,2119,4/4/18,Damaged Property,Trabant University Center,Pending,4,4,2018
18-05270,0138,4/8/18,DUI,Library Ave/Farm Ln,Arrest,8,4,2018
18-05289,1405,4/8/18,Sexual Harrasment,South Academy Residence Hall,Pending,8,4,2018
18-05304,2132,4/8/18,Robbery,Ogletown Rd/Marrows Rd,Service Clear,8,4,2018
18-05305,2215,4/8/18,Graffiti,Hugh Morris Library,Pending,8,4,2018
18-05392,0616,4/10/18,Trespass,SevOne,Arrest,10,4,2018
18-05417,1246,4/10/18,Terroristic Threatening,Conover Apts,Pending,10,4,2018
18-05466,0253,4/11/18,Underage Consumption,Smyth Hall,Administrative Sanction,11,4,2018
18-05507,1740,4/11/18,Theft,Carpenter Sport Building,Pending,11,4,2018
18-05524,0037,4/12/18,Possession of Marijuana,S Main St,Civil Assessment,12,4,2018
18-05536,0756,4/12/18,Graffiti,Harker ISE Lab,Pending,12,4,2018
18-05589,0147,4/13/18,Underage Consumption,Louis Redding Hall,Administrative Sanction,13,4,2018
18-05591,0217,4/13/18,Underage Consumption,Harrington Hall C,Administrative Sanction,13,4,2018
18-05592,0217,4/13/18,Underage Consumption,Caesar Rodney A,Administrative Sanction,13,4,2018
18-05627,1657,4/13/18,Underage Possession,Perkins Parking Garage,Administrative Sanction,13,4,2018
18-05654,2323,4/13/18,Harassment,Trabant University Center,Unfounded,13,4,2018
18-05659,2345,4/13/18,Public Intoxication,Manuel St,Administrative Sanction,13,4,2018
18-05670,0103,4/14/18,Trespass,Trabant University Center,Pending,14,4,2018
18-05673,0135,4/14/18,Underage Consumption,Harrington Commons,Arrest,14,4,2018
18-05679,0240,4/14/18,Underage Consumption,Ray Street Hall A,Administrative Sanction,14,4,2018
18-05719,1510,4/14/18,Public Intoxication,New St/Choate St,Administrative Sanction,14,4,2018
18-05731,1955,4/14/18,Underage Consumption,Harrington Hall A,Administrative Sanction,14,4,2018
18-05737,2131,4/14/18,Underage Consumption,South Academy Residence Hall,Administrative Sanction,14,4,2018
18-05766,0303,4/15/18,Underage Consumption,Christiana Towers,Arrest,15,4,2018
18-05769,0523,4/15/18,Underage Consumption,Russell B,Administrative Sanction,15,4,2018
18-05805,1926,4/13/18,Graffiti,South Academy Residence Hall,Pending,13,4,2018
18-05841,0947,4/16/18,Harassment,Caesar Rodney Residence Hall,Pending,16,4,2018
18-05870,2133,4/16/18,Offensive Touching,Carpenter Sport Building,Pending,16,4,2018
18-05983,2256,4/18/18,Disorderly Conduct,Harter Hall,Exceptionally Clear,18,4,2018
18-06014,1228,4/19/18,Theft,Lane Hall,Pending,19,4,2018
18-06023,1453,4/19/18,Theft,George Read Hall,Pending,19,4,2018
18-06027,1614,4/19/18,Possession of Marijuana,Russell C,Civil Assessment,19,4,2018
18-06062,0114,4/19/18,Trespass,Trabant University Center,Arrest,19,4,2018
18-06086,1300,4/20/18,Fraud,UDairy Creamery,Pending,20,4,2018
18-06091,1452,4/20/18,Graffiti,Russell B,Pending,20,4,2018
18-06103,1752,4/20/18,Theft,Bob Carpenter Center,Pending,20,4,2018
18-06106,1823,4/20/18,Assist Other Agency,White Clay Creek State Park,Administrative Sanction,20,4,2018
18-06135,0046,4/21/18,Damaged Property,Thompson Hall,Pending,21,4,2018
18-06142,0421,4/21/18,Damaged Property,Trabant University Center,Pending,21,4,2018
18-06210,2305,4/21/18,Possession of Marijuana,Laird Campus,Civil Assessment,21,4,2018
18-06219,0139,4/22/18,DUI,Delaware Ave,Arrest,22,4,2018
18-06237,1334,4/22/18,Offensive Touching,Laird Campus,Pending,22,4,2018
18-06257,2209,4/22/18,Motor Vehicle Collision (Hit & Run),Hugh Morris Library,Pending,22,4,2018
18-06282,1203,4/17/18,Motor Vehicle Collision (Hit & Run),Lot #39,Pending,17,4,2018
18-06306,1809,4/23/18,Possession of Marijuana,Wyoming Rd,Civil Assessment,23,4,2018
18-06385,0202,4/25/18,Underage Consumption,Harrington Hall E,Administrative Sanction,25,4,2018
18-06397,0906,4/25/18,Offensive Touching,Christiana Towers,Pending,25,4,2018
18-06447,2318,4/25/18,Possession of Marijuana,Academy St/Courtney St,Civil Assessment,25,4,2018
18-06452,0103,4/26/18,Possession of Marijuana,Haines St,Civil Assessment,26,4,2018
18-06472,1224,4/26/18,Motor Vehicle Collision (Hit & Run),CFA Parking Garage,Pending,26,4,2018
18-06473,1234,4/26/18,Motor Vehicle Collision (Hit & Run),Perkins Parking Garage,Pending,26,4,2018
18-06483,1630,4/26/18,Trespass,Colburn Lab,Exceptionally Clear,26,4,2018
18-06508,0109,4/27/18,Underage Consumption,Pearson Hall,Arrest,27,4,2018
18-06509,0118,4/27/18,Underage Consumption,Pearson Hall,Arrest,27,4,2018
18-06523,0901,4/26/18,Theft,Thompson Hall,Pending,26,4,2018
18-06528,1127,4/27/18,Theft,Thomas McKean Hall,Pending,27,4,2018
18-06551,2020,4/27/18,Possession of Marijuana,Academy St/Lovett Ave,Civil Assessment,27,4,2018
18-06560,2308,4/27/18,Underage Consumption,Harrington Hall C,Administrative Sanction,27,4,2018
18-06596,1405,4/28/18,Public Intoxication,Choate St,Administrative Sanction,28,4,2018
18-06599,1434,4/28/18,Harassment,Christiana Towers,Pending,28,4,2018
18-06605,1536,4/24/18,Public Intoxication,Annabelle St,Administrative Sanction,24,4,2018
18-06626,2130,4/28/18,Offensive Touching,W Main St,Exceptionally Clear,28,4,2018
18-06635,2249,4/28/18,Public Intoxication,Choate St,Administrative Sanction,28,4,2018
18-06642,2356,4/28/18,Public Intoxication,E Park Pl,Administrative Sanction,28,4,2018
18-06648,0116,4/29/18,Public Intoxication,Kells Ave,Administrative Sanction,29,4,2018
18-06695,2242,4/29/18,Possession of Marijuana,E Chestnut Hill Rd/ Sincock Ln,Civil Assessment,29,4,2018
18-06697,2343,4/29/18,Trespass,Trabant University Center,Exceptionally Clear,29,4,2018
18-06731,1616,4/30/18,Harassment,Hullihen Hall,Pending,30,4,2018
18-06746,2200,4/30/18,Offensive Touching,W Main St/Hillside Rd,Pending,30,4,2018
18-06771,1155,5/1/18,Stalking,UDPD,Administrative Sanction,1,5,2018
18-06821,0920,5/1/18,Theft,Walters Cafe,Pending,1,5,2018
18-06837,1111,5/1/18,Graffiti,Gore Hall,Pending,1,5,2018
18-06850,1409,5/2/18,Trespass,Caesar Rodney Residence Hall,Arrest,2,5,2018
18-06855,1454,5/2/18,Motor Vehicle Collision (Hit & Run),CFA Parking Garage,Pending,2,5,2018
18-06858,1632,4/29/18,Theft,South Academy Residence Hall,Pending,29,4,2018
18-06880,0042,5/3/18,Overdose,South Academy Residence Hall,Administrative Sanction,3,5,2018
18-06881,0138,5/3/18,Trespass,Pearson Hall,Administrtative Sanction,3,5,2018
18-06953,0123,5/4/18,Underage Consumption,SARH,Administrative Sanction,4,5,2018
18-06954,0129,5/4/18,Underage Consumption,SARH,Administrative Sanction,4,5,2018
18-06979,1133,5/4/18,Motor Vehicle Collision (Hit & Run),Marriot Hotel,Arrest,4,5,2018
18-06985,1343,5/3/18,Harassment,Harrington Commons,Pending,3,5,2018
18-07003,1858,5/4/18,Underage Consumption,Christiana Towers,Administrative Sanction,4,5,2018
18-07008,1920,5/4/18,Graffiti,South Academy Residence Hall,Pending,4,5,2018
18-07021,2219,5/4/18,Possession of Marijuana,N College Ave/W Main St,Civil Assessment,4,5,2018
18-07080,1416,5/5/18,Underage Consumption,Benny St,Arrest,5,5,2018
18-07082,1438,5/5/18,Disorderly Conduct,Choate St,Administrative Sanction,5,5,2018
18-07084,1515,5/5/18,Underage Possession,S Chapel St/Lovett Ave,Arrest,5,5,2018
18-07086,1617,5/5/18,Disorderly Conduct,Cleveland Av/Wilbur St,Administrative Sanction,5,5,2018
18-07088,1628,5/5/18,Underage Consumption,Russell A,Administrative Sanction,5,5,2018
18-07137,0239,5/6/18,DUI,E Delaware Ave,Arrest,6,5,2018
18-07139,0259,5/6/18,Underage Consumption,Louis Redding Hall,Administrative Sanction,6,5,2018
18-07155,1542,5/6/18,Graffiti,South Academy Residence Hall,Pending,6,5,2018
18-07164,1918,5/6/18,Graffiti,Christiana Towers,Pending,6,5,2018
18-07183,0102,5/7/18,Possession of Marijuana,W Cleveland Ave/ Rose St,Civil Assessment,7,5,2018
18-07199,0816,5/4/18,Motor Vehicle Collision (Hit & Run),Perkins Parking Garage,Pending,4,5,2018
18-07214,1041,5/7/18,Receiving Stolen Property,Capitol Trl/E Cleveland Ave,Arrest,7,5,2018
18-07234,1657,5/3/18,Theft,Harrington Commons,Pending,3,5,2018
18-07278,1022,5/8/18,Stalking,Russell C,Pending,8,5,2018
18-07301,1408,5/8/18,Theft,Hugh Morris Library,Pending,8,5,2018
18-07297,1712,5/8/18,Trespass,Barnes & Noble Bookstore,Arrest,8,5,2018
18-07319,2301,5/8/18,Underage Consumption,Amstel Ave/S College Ave,Administrative Sanction,8,5,2018
18-07328,0029,5/9/18,Fire Detail,Independence Hall West,Pending,9,5,2018
18-07329,0041,5/9/18,Underage Consumption,Smyth Hall,Administrative Sanction,9,5,2018
18-07349,1109,5/8/18,Damaged Property,Bob Carpenter Center,Pending,8,5,2018
18-07371,1650,5/9/18,Theft,STAR Campus,Pending,9,5,2018
18-07373,2102,5/9/18,Theft,Christiana Towers,Pending,9,5,2018
18-07389,0124,5/10/18,DUI,Papermill Rd/Old Papermill Rd,Arrest,10,5,2018
18-07424,1606,5/10/18,Possession of a Controlled Substance/ Drug Paraphernalia,Squire Residence Hall,Arrest,10,5,2018
18-07451,2344,5/10/18,Underage Consumption,Gilbert Hall,Administrative Sanction,10,5,2018
18-07472,0302,5/11/18,Possession of a Controlled Substance/ Drug Paraphernalia,E Delaware Ave,Arrest,11,5,2018
18-07510,1627,5/11/18,Trespass,Harter Hall,Exceptionally Clear,11,5,2018
18-07536,2141,5/11/18,Traffic Violation/Fugitve,S College Ave/Kent Wy,Civil Assessment,11,5,2018
18-07547,2356,5/11/18,Underage Consumption,Gilbert Hall,Administrative Sanction,11,5,2018
18-07550,0056,5/12/18,Underage Consumption,McDowell Hall,Administrative Sanction,12,5,2018
18-07551,0057,5/12/18,Underage Consumption,Independence Hall,Administrative Sanction,12,5,2018
18-07592,1621,5/11/18,Theft,George Read Hall,Pending,11,5,2018
18-07598,1816,5/12/18,Motor Vehicle Collision (Hit & Run),Lot #6,Pending,12,5,2018
18-07621,0133,5/18/18,Underage Consumption,S Chapel St/Pike Wy,Arrest,18,5,2018
18-07624,0335,5/13/18,Underage Consumption,South Academy Residence Hall,Pending,13,5,2018
18-07657,2340,5/13/18,Possession of Marijuana,Ray Street,Arrest,13,5,2018
18-07688,1425,5/11/18,Theft,Perkins Student Center,Pending,11,5,2018
18-07693,1724,5/11/18,Theft,Harrington Hall A,Pending,11,5,2018
18-07698,1833,5/11/18,Motor Vehicle Collision (Hit & Run),Perkins Student Center,Pending,11,5,2018
18-07749,1050,5/11/18,Theft,Bleecker Street Cafe,Pending,11,5,2018
18-07829,1619,5/15/18,Motor Vehicle Collision (Hit & Run),Alpha Phi,Pending,15,5,2018
18-07860,0410,5/17/18,Disorderly Conduct,Hugh Morris Library,Exceptionally Clear,17,5,2018
18-07881,1255,5/17/18,Trespass,Christiana Towers,Pending,17,5,2018
18-07903,1952,5/17/18,Drugs,Laird Campus,Arrest,17,5,2018
18-07912,2335,5/17/18,Trespass,Harrington Commons,Exceptionally Clear,17,5,2018
18-07934,0857,3/26/18,Fraud,Hullihen Hall,Pending,26,3,2018
18-07941,1110,5/18/18,Fugitive,Christiana Towers,Closed,18,5,2018
18-07994,1000,5/19/18,Damaged Property,South Academy Residence Hall,Pending,19,5,2018
18-08001,1305,5/19/18,Damaged Property,South Academy Residence Hall,Pending,19,5,2018
18-08004,1407,5/19/18,Possession of a Controlled Substance/ Drug Paraphernalia,S Chapel St/Continental St,Arrest,19,5,2018
18-08033,0449,5/19/18,Damaged Property,Thomas McKean Hall,Pending,19,5,2018
18-08060,1658,5/20/18,Trespass,Hugh Morris Library,Arrest,20,5,2018
18-08059,1706,5/20/18,Possession of Marijuana,Barnes & Noble Bookstore,Civil Assessment,20,5,2018
18-08111,1703,5/20/18,Theft,Purnell Hall,Pending,20,5,2018
18-08155,1125,5/22/18,Theft,Willard Hall,Pending,22,5,2018
18-08176,1627,5/21/18,Theft,Sharp Lab,Pending,21,5,2018
18-08183,1855,5/22/18,Trespass,Hugh Morris Library,Exceptionally Clear,22,5,2018
18-08218,0912,5/23/18,Trespass,UD Computing Center,Pending,23,5,2018
18-08236,1607,5/21/18,Theft,George Read Hall,Pending,21,5,2018
18-08263,0006,5/24/18,Possession of Marijuana,Warner Hall,Civil Assessment,24,5,2018
18-08315,1825,5/24/18,Possession of Marijuana,South Academy Residence Hall,Civil Assessment,24,5,2018
18-08316,1911,5/24/18,Theft,Independence Hall,Pending,24,5,2018
18-08340,0326,5/25/18,Public Intoxication,7-11 parking lot,Arrest,25,5,2018
18-08353,0953,5/25/18,Damaged Property,Christiana Towers,Pending,25,5,2018
18-08409,0412,5/26/18,Fugitive,Townsend Hall,Arrest,26,5,2018
18-08488,1057,5/27/18,Damaged Property,Dickinson E/F Commons,Pending,27,5,2018
18-08503,1732,5/27/18,Trespass,Russell A,Arrest,27,5,2018
18-08560,0113,5/29/18,DUI,Cleveland Ave/Wilbur St,Arrest,29,5,2018
18-08618,0119,5/29/18,DUI,East Delaware Ave/S Chapel St,Arrest,29,5,2018
18-08642,1131,5/30/18,Loitering,Dickinson E/F Commons,Arrest,30,5,2018
18-08766,1745,6/1/18,Possession of Marijuana,New London Rd/ W Cleveland Ave,Arrest,1,6,2018
18-08783,2323,6/1/18,Death Investigation,Trabant University Center,Pending,1,6,2018
18-08798,0148,6/2/18,Damaged Property,George Read Hall,Prosecution Declined,2,6,2018
18-08815,1026,6/2/18,Damaged Property,Louis Redding Hall,Pending,2,6,2018
18-08833,1422,6/2/18,Motor Vehicle Collision (Hit & Run),Lot #88,Pending,2,6,2018
18-08849,2014,6/2/18,Offensive Touching,Bob Carpenter Center,Exceptionally Clear,2,6,2018
18-08880,0244,6/3/18,Possession of Marijuana,Elkton Rd/Thorn Ln,Civil Assessment,3,6,2018
18-08900,1005,6/2/18,Damaged Property,Ray Street Hall A,Pending,2,6,2018
18-08944,0129,6/4/18,DUI,E Delaware Ave/Scholar Dr,Arrest,4,6,2018
18-08946,0211,6/4/18,DUI,New London Rd/Country Club Dr,Arrest,4,6,2018
18-08994,2329,6/4/18,Possession of Marijuana,Delaware Ave/S Chapel St,Civil Assessment,4,6,2018
18-09021,1515,6/5/18,Theft,Colburn Lab,Pending,5,6,2018
18-09023,1601,6/5/18,Theft,Pearson Hall,Pending,5,6,2018
18-09028,1808,6/5/18,Theft,Evans Hall,Pending,5,6,2018
18-09050,0754,6/5/18,Theft,Harker ISE Lab,Arrest,5,6,2018
18-09088,0742,6/7/18,Trespass,Hullihen Hall,Exceptionally Clear,7,6,2018
18-09101,1342,5/29/18,Motor Vehicle Collision (Hit & Run),Perkins Parking Garage,Pending,29,5,2018
18-09133,0135,6/8/18,DUI,Wyoming Rd/Early Leaning Center,Arrest,8,6,2018
18-09181,2247,6/8/18,Receiving Stolen Property,Academy St/E Delaware Ave,Arrest,8,6,2018
18-09186,0246,6/9/18,Rape,Marriot Hotel,Pending,9,6,2018
18-09188,0444,6/9/18,Trespass,Evans Hall,Arrest,9,6,2018
18-09230,0147,6/10/18,DUI,S College Ave/E Delaware Ave,Arrest,10,6,2018
18-09256,1400,6/10/18,Possession of Marijuana,N Chapel St/E Cleveland Ave,Civil Assessment,10,6,2018
18-09297,1144,6/11/18,Motor Vehicle Collision (Hit & Run),Delaware Stadium,Pending,11,6,2018
18-09298,1235,5/5/18,Theft,Carpenter Sport Building,Pending,5,5,2018
18-09311,1913,5/29/18,Theft,Warner Hall,Pending,29,5,2018
18-09324,2259,6/11/18,Possession of Marijuana,E Delaware Ave/S College Ave,Civil Assessment,11,6,2018
18-9364,2054,6/12/20,Harassment,Bob Carpenter Center,Pending,12,6,2020
18-09400,1151,6/13/18,Trespass,Trabant University Center,Arrest,13,6,2018
18-09455,0924,6/14/18,Trespass,Old College Hall,Arrest,14,6,2018
18-09485,0208,6/15/18,Disorderly Conduct,Composites/Corner of Academy/Delaware,Pending,15,6,2018
18-09523,0146,6/16/18,DUI,Casho Mill Rd/Elkton Rd,Arrest,16,6,2018
18-09579,1941,6/17/18,Trespass,James Smith Hall,Arrest,17,6,2018
18-09644,1058,6/18/18,Harassment,Brown Lab,Exceptionally Clear,18,6,2018
18-09707,1424,6/20/18,Possession of Marijuana,Ogletown Rd/Marrows Rd,Arrest,20,6,2018
18-09730,0155,6/21/18,DUI,Christiana Towers,Arrest,21,6,2018
18-09779,1129,6/22/18,Trespass,Early Learning Center,Arrest,22,6,2018
18-09783,1339,6/22/18,Disorderly Conduct,Trabant University Center,Arrest,22,6,2018
18-09899,1627,6/25/18,Motor Vehicle Collision (Hit & Run),Trabant University Center,Pending,25,6,2018
18-09901,1724,6/25/18,Motor Vehicle Collision (Hit & Run),Student Services Building,Pending,25,6,2018
18-09943,2311,6/26/18,DUI,S College Ave,Arrest,26,6,2018
18-09958,1222,6/27/18,Trespass,Trabant University Center,Exceptionally Clear,27,6,2018
18-10034,2231,6/28/18,Robbery,Hugh Morris Library,Arrest,28,6,2018
18-10106,2212,6/30/18,Resisting Arrest,E Delaware Ave/Library Ave,Arrest,30,6,2018
18-10171,2135,7/2/18,Fraud,Thomas McKean Hall,Pending,2,7,2018
18-10178,0146,7/3/18,Possession of Marijuana,Barnes & Noble Bookstore,Arrest,3,7,2018
18-10213,1941,6/10/18,Theft,Academy St,Pending,10,6,2018
18-10267,1330,7/5/18,Motor Vehicle Collision (Hit & Run),General Services Building,Exceptionally Clear,5,7,2018
18-10300,0056,7/6/18,DUI,E Main St,Arrest,6,7,2018
18-10303,0154,7/6/18,DUI,Elkton Rd/Lincoln Dr,Arrest,6,7,2018
18-10323,1516,7/6/18,Possession of Marijuana,S Main St/Apple Rd,Civil Assessment,6,7,2018
18-10338,2002,7/6/18,Possession of Marijuana,S Chapel St/Wyoming Rd,Civil Assessment,6,7,2018
18-10373,1746,7/7/18,Traffic Violation/Fugitve,Delaware Stadium,Pending,7,7,2018
18-10377,2042,7/7/18,Possession of a Controlled Substance/ Drug Paraphernalia,Louis Redding Hall,Civil Assessment,7,7,2018
18-10407,2027,7/8/18,Trespass,James Smith Hall,Arrest,8,7,2018
18-10409,2112,7/8/18,Possession of Marijuana,Thomas McKean Hall,Arrest,8,7,2018
18-10411,2322,7/8/18,Criminal Impersonation,Sypherd Hall,Arrest,8,7,2018
18-10436,1412,7/5/18,Theft,Amstel Ave,Pending,5,7,2018
18-10445,1955,7/9/18,Disorderly Conduct,University Courtyard Apartments,Exceptionally Clear,9,7,2018
18-10584,0112,7/13/18,Possession of Marijuana,Christiana Pkwy/S College Ave,Civil Assessment,13,7,2018
18-10702,1614,7/16/18,Theft,Trabant University Center,Pending,16,7,2018
18-10744,0940,7/16/18,Theft,Smith Hall,Pending,16,7,2018
18-10751,1346,7/17/18,Trespass,Barnes & Noble Bookstore,Exceptionally Clear,17,7,2018
